 
****************************************
Report : power
        -cell
        -analysis_effort low
        -verbose
        -sort_mode cell_internal_power
Design : cv32e40p_controller_COREV_CLUSTER
Version: T-2022.03-SP3
Date   : Sun Jun  1 19:52:43 2025
****************************************


Library(s) Used:

    saed32rvt_tt0p78v25c (File: /usr/local/synopsys/pdk/SAED32_EDK/lib/stdcell_rvt/db_ccs/saed32rvt_tt0p78v25c.db)


Operating Conditions: tt0p78v25c   Library: saed32rvt_tt0p78v25c
Wire Load Model Mode: enclosed

Design        Wire Load Model            Library
------------------------------------------------
cv32e40p_controller_COREV_CLUSTER
                       8000              saed32rvt_tt0p78v25c


Global Operating Voltage = 0.78 
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1pW



  Attributes
  ----------
      h  -  Hierarchical cell

                        Cell      Driven Net  Tot Dynamic      Cell
                        Internal  Switching   Power            Leakage
Cell                    Power     Power       (% Cell/Tot)     Power      Attrs
--------------------------------------------------------------------------------
   U149        A2                A1' A3' A4
                                        0.0049      0.0000              d r
   U149        A2                A1' A3' A4
                                        0.0049      0.0000              d f
   U149        A2                A1' A3 A4'
                                        0.0014      0.0000              d r
   U149        A2                A1' A3 A4'
                                        0.0014      0.0000              d f
   U149        A2                A1' A3 A4
                                        0.0049      0.0000              d r
   U149        A2                A1' A3 A4
                                        0.0049      0.0000              d f
   U149        A2                A1 A3' A4'
                                        0.0014      0.0000              d r
   U149        A2                A1 A3' A4'
                                        0.0014      0.0000              d f
   U149        A2                A1 A3' A4
                                        0.0049      0.0000              d r
   U149        A2                A1 A3' A4
                                        0.0049      0.0000              d f
   U149        A2                A1 A3 A4'
                                        0.0014      0.0000              d r
   U149        A2                A1 A3 A4'
                                        0.0014      0.0000              d f
   U149        A2                       0.0049      0.0000              d r
   U149        A2                       0.0049      0.0000              d f
   U149        A3                A1' A2' A4'
                                        0.0014      0.0000              d r
   U149        A3                A1' A2' A4'
                                        0.0014      0.0000              d f
   U149        A3                A1' A2' A4
                                        0.0049      0.0000              d r
   U149        A3                A1' A2' A4
                                        0.0049      0.0000              d f
   U149        A3                A1' A2 A4'
                                        0.0014      0.0000              d r
   U149        A3                A1' A2 A4'
                                        0.0014      0.0000              d f
   U149        A3                A1' A2 A4
                                        0.0049      0.0000              d r
   U149        A3                A1' A2 A4
                                        0.0049      0.0000              d f
   U149        A3                A1 A2' A4'
                                        0.0014      0.0000              d r
   U149        A3                A1 A2' A4'
                                        0.0014      0.0000              d f
   U149        A3                A1 A2' A4
                                        0.0049      0.0000              d r
   U149        A3                A1 A2' A4
                                        0.0049      0.0000              d f
   U149        A3                A1 A2 A4'
                                        0.0014      0.0000              d r
   U149        A3                A1 A2 A4'
                                        0.0014      0.0000              d f
   U149        A3                       0.0049      0.0000              d r
   U149        A3                       0.0049      0.0000              d f
   U149        A4                A1' A2' A3'
                                        0.0029      0.0000                r
   U149        A4                A1' A2' A3'
                                        0.0029      0.0000                f
   U149        A4                A1' A2' A3
                                        0.0029      0.0000                r
   U149        A4                A1' A2' A3
                                        0.0029      0.0000                f
   U149        A4                A1' A2 A3'
                                        0.0029      0.0000                r
   U149        A4                A1' A2 A3'
                                        0.0029      0.0000                f
   U149        A4                A1' A2 A3
                                        0.0029      0.0000                r
   U149        A4                A1' A2 A3
                                        0.0029      0.0000                f
   U149        A4                A1 A2' A3'
                                        0.0029      0.0000                r
   U149        A4                A1 A2' A3'
                                        0.0029      0.0000                f
   U149        A4                A1 A2' A3
                                        0.0029      0.0000                r
   U149        A4                A1 A2' A3
                                        0.0029      0.0000                f
   U149        A4                A1 A2 A3'
                                        0.0029      0.0000                r
   U149        A4                A1 A2 A3'
                                        0.0029      0.0000                f
   U149        A4                       0.0029      0.0000                r
   U149        A4                       0.0029      0.0000                f
   U149        Y        A1              0.0038      0.0000                r
   U149        Y        A1              0.0038      0.0000                f
   U149        Y        A2              0.0038      0.0000                r
   U149        Y        A2              0.0038      0.0000                f
   U149        Y        A3              0.0038      0.0000                r
   U149        Y        A3              0.0038      0.0000                f
   U149        Y        A4              0.0022      0.0000                r
   U149        Y        A4              0.0022      0.0000                f
U149  (Cell Total)                                  0.0000    161901.9062
   U150        A1                A2' A3' A4'
                                       1.1e-04      0.0000                r
   U150        A1                A2' A3' A4'
                                       1.1e-04      0.0000                f
   U150        A1                A2' A3' A4
                                       1.2e-04      0.0000                r
   U150        A1                A2' A3' A4
                                       1.2e-04      0.0000                f
   U150        A1                A2' A3 A4'
                                       4.1e-04      0.0000                r
   U150        A1                A2' A3 A4'
                                       4.1e-04      0.0000                f
   U150        A1                A2' A3 A4
                                       4.3e-04      0.0000                r
   U150        A1                A2' A3 A4
                                       4.3e-04      0.0000                f
   U150        A1                A2 A3' A4'
                                       1.1e-04      0.0000                r
   U150        A1                A2 A3' A4'
                                       1.1e-04      0.0000                f
   U150        A1                A2 A3' A4
                                       1.2e-04      0.0000                r
   U150        A1                A2 A3' A4
                                       1.2e-04      0.0000                f
   U150        A1                A2 A3 A4'
                                       4.1e-04      0.0000                r
   U150        A1                A2 A3 A4'
                                       4.1e-04      0.0000                f
   U150        A1                      4.3e-04      0.0000                r
   U150        A1                      4.3e-04      0.0000                f
   U150        A2                A1' A3' A4'
                                        0.0026      0.0000              d r
   U150        A2                A1' A3' A4'
                                        0.0026      0.0000              d f
   U150        A2                A1' A3' A4
                                        0.0027      0.0000              d r
   U150        A2                A1' A3' A4
                                        0.0027      0.0000              d f
   U150        A2                A1' A3 A4'
                                        0.0094      0.0000              d r
   U150        A2                A1' A3 A4'
                                        0.0094      0.0000              d f
   U150        A2                A1' A3 A4
                                        0.0097      0.0000              d r
   U150        A2                A1' A3 A4
                                        0.0097      0.0000              d f
   U150        A2                A1 A3' A4'
                                       6.3e-05      0.0000              d r
   U150        A2                A1 A3' A4'
                                       6.3e-05      0.0000              d f
   U150        A2                A1 A3' A4
                                       6.5e-05      0.0000              d r
   U150        A2                A1 A3' A4
                                       6.5e-05      0.0000              d f
   U150        A2                A1 A3 A4'
                                       2.3e-04      0.0000              d r
   U150        A2                A1 A3 A4'
                                       2.3e-04      0.0000              d f
   U150        A2                      2.4e-04      0.0000              d r
   U150        A2                      2.4e-04      0.0000              d f
   U150        A3                A1' A2' A4'
                                        0.0055      0.0000                r
   U150        A3                A1' A2' A4'
                                        0.0055      0.0000                f
   U150        A3                A1' A2' A4
                                        0.0057      0.0000                r
   U150        A3                A1' A2' A4
                                        0.0057      0.0000                f
   U150        A3                A1' A2 A4'
                                        0.0055      0.0000                r
   U150        A3                A1' A2 A4'
                                        0.0055      0.0000                f
   U150        A3                A1' A2 A4
                                        0.0057      0.0000                r
   U150        A3                A1' A2 A4
                                        0.0057      0.0000                f
   U150        A3                A1 A2' A4'
                                       1.3e-04      0.0000                r
   U150        A3                A1 A2' A4'
                                       1.3e-04      0.0000                f
   U150        A3                A1 A2' A4
                                       1.4e-04      0.0000                r
   U150        A3                A1 A2' A4
                                       1.4e-04      0.0000                f
   U150        A3                A1 A2 A4'
                                       1.3e-04      0.0000                r
   U150        A3                A1 A2 A4'
                                       1.3e-04      0.0000                f
   U150        A3                      1.4e-04      0.0000                r
   U150        A3                      1.4e-04      0.0000                f
   U150        A4                A1' A2' A3'
                                        0.0050      0.0000                r
   U150        A4                A1' A2' A3'
                                        0.0050      0.0000                f
   U150        A4                A1' A2' A3
                                        0.0183      0.0000                r
   U150        A4                A1' A2' A3
                                        0.0183      0.0000                f
   U150        A4                A1' A2 A3'
                                        0.0050      0.0000                r
   U150        A4                A1' A2 A3'
                                        0.0050      0.0000                f
   U150        A4                A1' A2 A3
                                        0.0183      0.0000                r
   U150        A4                A1' A2 A3
                                        0.0183      0.0000                f
   U150        A4                A1 A2' A3'
                                       1.2e-04      0.0000                r
   U150        A4                A1 A2' A3'
                                       1.2e-04      0.0000                f
   U150        A4                A1 A2' A3
                                       4.4e-04      0.0000                r
   U150        A4                A1 A2' A3
                                       4.4e-04      0.0000                f
   U150        A4                A1 A2 A3'
                                       1.2e-04      0.0000                r
   U150        A4                A1 A2 A3'
                                       1.2e-04      0.0000                f
   U150        A4                      4.4e-04      0.0000                r
   U150        A4                      4.4e-04      0.0000                f
   U150        Y        A1             5.1e-04      0.0000                r
   U150        Y        A1             5.1e-04      0.0000                f
   U150        Y        A2             2.8e-04      0.0000                r
   U150        Y        A2             2.8e-04      0.0000                f
   U150        Y        A3             1.6e-04      0.0000                r
   U150        Y        A3             1.6e-04      0.0000                f
   U150        Y        A4             5.3e-04      0.0000                r
   U150        Y        A4             5.3e-04      0.0000                f
U150  (Cell Total)                                  0.0000    161901.9062
   U151        A1                A2'    0.0365      0.0000                r
   U151        A1                A2'    0.0365      0.0000                f
   U151        A1                      6.6e-04      0.0000                r
   U151        A1                      6.6e-04      0.0000                f
   U151        A2                A1'    0.0036      0.0000                r
   U151        A2                A1'    0.0036      0.0000                f
   U151        A2                      9.3e-04      0.0000                r
   U151        A2                      9.3e-04      0.0000                f
   U151        Y        A1              0.0010      0.0000                r
   U151        Y        A1              0.0010      0.0000                f
   U151        Y        A2              0.0015      0.0000                r
   U151        Y        A2              0.0015      0.0000                f
U151  (Cell Total)                                  0.0000    56926.7109
   U152        A1                A2' A3'
                                       2.3e-04      0.0000                r
   U152        A1                A2' A3'
                                       2.3e-04      0.0000                f
   U152        A1                A2' A3
                                       2.3e-04      0.0000                r
   U152        A1                A2' A3
                                       2.3e-04      0.0000                f
   U152        A1                A2 A3'
                                       2.1e-04      0.0000                r
   U152        A1                A2 A3'
                                       2.1e-04      0.0000                f
   U152        A1                      2.1e-04      0.0000                r
   U152        A1                      2.1e-04      0.0000                f
   U152        A2                A1' A3'
                                        0.0119      0.0000                r
   U152        A2                A1' A3'
                                        0.0119      0.0000                f
   U152        A2                A1' A3
                                        0.0119      0.0000                r
   U152        A2                A1' A3
                                        0.0119      0.0000                f
   U152        A2                A1 A3'
                                       1.9e-05      0.0000                r
   U152        A2                A1 A3'
                                       1.9e-05      0.0000                f
   U152        A2                      1.9e-05      0.0000                r
   U152        A2                      1.9e-05      0.0000                f
   U152        A3                A1' A2'
                                        0.0132      0.0000              d r
   U152        A3                A1' A2'
                                        0.0132      0.0000              d f
   U152        A3                A1' A2
                                        0.0118      0.0000              d r
   U152        A3                A1' A2
                                        0.0118      0.0000              d f
   U152        A3                A1 A2'
                                       2.2e-05      0.0000              d r
   U152        A3                A1 A2'
                                       2.2e-05      0.0000              d f
   U152        A3                      1.9e-05      0.0000              d r
   U152        A3                      1.9e-05      0.0000              d f
   U152        Y        A1             2.1e-04      0.0000                r
   U152        Y        A1             2.1e-04      0.0000                f
   U152        Y        A2             1.9e-05      0.0000                r
   U152        Y        A2             1.9e-05      0.0000                f
   U152        Y        A3             1.9e-05      0.0000                r
   U152        Y        A3             1.9e-05      0.0000                f
U152  (Cell Total)                                  0.0000    102554.6016
   U156        A1                A2' A3' A4' A5'
                                       5.0e-04      0.0000                r
   U156        A1                A2' A3' A4' A5'
                                       5.0e-04      0.0000                f
   U156        A1                A2' A3' A4' A5
                                        0.0019      0.0000                r
   U156        A1                A2' A3' A4' A5
                                        0.0019      0.0000                f
   U156        A1                A2' A3' A4 A5'
                                        0.0011      0.0000                r
   U156        A1                A2' A3' A4 A5'
                                        0.0011      0.0000                f
   U156        A1                A2' A3' A4 A5
                                        0.0042      0.0000                r
   U156        A1                A2' A3' A4 A5
                                        0.0042      0.0000                f
   U156        A1                A2' A3 A4' A5'
                                       7.0e-04      0.0000                r
   U156        A1                A2' A3 A4' A5'
                                       7.0e-04      0.0000                f
   U156        A1                A2' A3 A4' A5
                                        0.0027      0.0000                r
   U156        A1                A2' A3 A4' A5
                                        0.0027      0.0000                f
   U156        A1                A2' A3 A4 A5'
                                        0.0015      0.0000                r
   U156        A1                A2' A3 A4 A5'
                                        0.0015      0.0000                f
   U156        A1                A2' A3 A4 A5
                                        0.0059      0.0000                r
   U156        A1                A2' A3 A4 A5
                                        0.0059      0.0000                f
   U156        A1                A2 A3' A4' A5
                                        0.0014      0.0000                r
   U156        A1                A2 A3' A4' A5
                                        0.0014      0.0000                f
   U156        A1                A2 A3' A4 A5
                                        0.0030      0.0000                r
   U156        A1                A2 A3' A4 A5
                                        0.0030      0.0000                f
   U156        A1                A2 A3 A4' A5
                                        0.0020      0.0000                r
   U156        A1                A2 A3 A4' A5
                                        0.0020      0.0000                f
   U156        A1                A2 A3 A4 A5'
                                        0.0011      0.0000                r
   U156        A1                A2 A3 A4 A5'
                                        0.0011      0.0000                f
   U156        A1                A2 A3 A4 A5
                                        0.0043      0.0000                r
   U156        A1                A2 A3 A4 A5
                                        0.0043      0.0000                f
   U156        A1                       0.0017      0.0000                r
   U156        A1                       0.0017      0.0000                f
   U156        A2                A1' A3' A4' A5'
                                       3.5e-04      0.0000                r
   U156        A2                A1' A3' A4' A5'
                                       3.5e-04      0.0000                f
   U156        A2                A1' A3' A4' A5
                                        0.0014      0.0000                r
   U156        A2                A1' A3' A4' A5
                                        0.0014      0.0000                f
   U156        A2                A1' A3' A4 A5'
                                       7.6e-04      0.0000                r
   U156        A2                A1' A3' A4 A5'
                                       7.6e-04      0.0000                f
   U156        A2                A1' A3' A4 A5
                                        0.0030      0.0000                r
   U156        A2                A1' A3' A4 A5
                                        0.0030      0.0000                f
   U156        A2                A1' A3 A4' A5'
                                       5.0e-04      0.0000                r
   U156        A2                A1' A3 A4' A5'
                                       5.0e-04      0.0000                f
   U156        A2                A1' A3 A4' A5
                                        0.0019      0.0000                r
   U156        A2                A1' A3 A4' A5
                                        0.0019      0.0000                f
   U156        A2                A1' A3 A4 A5'
                                        0.0011      0.0000                r
   U156        A2                A1' A3 A4 A5'
                                        0.0011      0.0000                f
   U156        A2                A1' A3 A4 A5
                                        0.0042      0.0000                r
   U156        A2                A1' A3 A4 A5
                                        0.0042      0.0000                f
   U156        A2                A1 A3' A4' A5
                                        0.0019      0.0000                r
   U156        A2                A1 A3' A4' A5
                                        0.0019      0.0000                f
   U156        A2                A1 A3' A4 A5
                                        0.0042      0.0000                r
   U156        A2                A1 A3' A4 A5
                                        0.0042      0.0000                f
   U156        A2                A1 A3 A4' A5
                                        0.0027      0.0000                r
   U156        A2                A1 A3 A4' A5
                                        0.0027      0.0000                f
   U156        A2                A1 A3 A4 A5'
                                        0.0015      0.0000                r
   U156        A2                A1 A3 A4 A5'
                                        0.0015      0.0000                f
   U156        A2                A1 A3 A4 A5
                                        0.0059      0.0000                r
   U156        A2                A1 A3 A4 A5
                                        0.0059      0.0000                f
   U156        A2                       0.0023      0.0000                r
   U156        A2                       0.0023      0.0000                f
   U156        A3                A1' A2' A4' A5'
                                       5.0e-04      0.0000                r
   U156        A3                A1' A2' A4' A5'
                                       5.0e-04      0.0000                f
   U156        A3                A1' A2' A4' A5
                                        0.0019      0.0000                r
   U156        A3                A1' A2' A4' A5
                                        0.0019      0.0000                f
   U156        A3                A1' A2' A4 A5
                                        0.0042      0.0000                r
   U156        A3                A1' A2' A4 A5
                                        0.0042      0.0000                f
   U156        A3                A1' A2 A4' A5'
                                       3.6e-04      0.0000                r
   U156        A3                A1' A2 A4' A5'
                                       3.6e-04      0.0000                f
   U156        A3                A1' A2 A4' A5
                                        0.0014      0.0000                r
   U156        A3                A1' A2 A4' A5
                                        0.0014      0.0000                f
   U156        A3                A1' A2 A4 A5
                                        0.0030      0.0000                r
   U156        A3                A1' A2 A4 A5
                                        0.0030      0.0000                f
   U156        A3                A1 A2' A4' A5'
                                       7.0e-04      0.0000                r
   U156        A3                A1 A2' A4' A5'
                                       7.0e-04      0.0000                f
   U156        A3                A1 A2' A4' A5
                                        0.0027      0.0000                r
   U156        A3                A1 A2' A4' A5
                                        0.0027      0.0000                f
   U156        A3                A1 A2' A4 A5
                                        0.0059      0.0000                r
   U156        A3                A1 A2' A4 A5
                                        0.0059      0.0000                f
   U156        A3                A1 A2 A4' A5'
                                       5.1e-04      0.0000                r
   U156        A3                A1 A2 A4' A5'
                                       5.1e-04      0.0000                f
   U156        A3                A1 A2 A4' A5
                                        0.0020      0.0000                r
   U156        A3                A1 A2 A4' A5
                                        0.0020      0.0000                f
   U156        A3                A1 A2 A4 A5'
                                        0.0011      0.0000                r
   U156        A3                A1 A2 A4 A5'
                                        0.0011      0.0000                f
   U156        A3                A1 A2 A4 A5
                                        0.0043      0.0000                r
   U156        A3                A1 A2 A4 A5
                                        0.0043      0.0000                f
   U156        A3                       0.0034      0.0000                r
   U156        A3                       0.0034      0.0000                f
   U156        A4                A1' A2' A3' A5'
                                       6.5e-04      0.0000                r
   U156        A4                A1' A2' A3' A5'
                                       6.5e-04      0.0000                f
   U156        A4                A1' A2' A3' A5
                                        0.0025      0.0000                r
   U156        A4                A1' A2' A3' A5
                                        0.0025      0.0000                f
   U156        A4                A1' A2' A3 A5
                                        0.0035      0.0000                r
   U156        A4                A1' A2' A3 A5
                                        0.0035      0.0000                f
   U156        A4                A1' A2 A3' A5'
                                       4.7e-04      0.0000                r
   U156        A4                A1' A2 A3' A5'
                                       4.7e-04      0.0000                f
   U156        A4                A1' A2 A3' A5
                                        0.0018      0.0000                r
   U156        A4                A1' A2 A3' A5
                                        0.0018      0.0000                f
   U156        A4                A1' A2 A3 A5
                                        0.0026      0.0000                r
   U156        A4                A1' A2 A3 A5
                                        0.0026      0.0000                f
   U156        A4                A1 A2' A3' A5'
                                       9.2e-04      0.0000                r
   U156        A4                A1 A2' A3' A5'
                                       9.2e-04      0.0000                f
   U156        A4                A1 A2' A3' A5
                                        0.0035      0.0000                r
   U156        A4                A1 A2' A3' A5
                                        0.0035      0.0000                f
   U156        A4                A1 A2' A3 A5
                                        0.0050      0.0000                r
   U156        A4                A1 A2' A3 A5
                                        0.0050      0.0000                f
   U156        A4                A1 A2 A3' A5'
                                       6.6e-04      0.0000                r
   U156        A4                A1 A2 A3' A5'
                                       6.6e-04      0.0000                f
   U156        A4                A1 A2 A3' A5
                                        0.0026      0.0000                r
   U156        A4                A1 A2 A3' A5
                                        0.0026      0.0000                f
   U156        A4                A1 A2 A3 A5'
                                       9.4e-04      0.0000                r
   U156        A4                A1 A2 A3 A5'
                                       9.4e-04      0.0000                f
   U156        A4                A1 A2 A3 A5
                                        0.0036      0.0000                r
   U156        A4                A1 A2 A3 A5
                                        0.0036      0.0000                f
   U156        A4                       0.0029      0.0000                r
   U156        A4                       0.0029      0.0000                f
   U156        A5                A1' A2' A3 A4
                                        0.0036      0.0000                r
   U156        A5                A1' A2' A3 A4
                                        0.0036      0.0000                f
   U156        A5                A1' A2 A3 A4
                                        0.0026      0.0000                r
   U156        A5                A1' A2 A3 A4
                                        0.0026      0.0000                f
   U156        A5                A1 A2' A3 A4
                                        0.0051      0.0000                r
   U156        A5                A1 A2' A3 A4
                                        0.0051      0.0000                f
   U156        A5                A1 A2 A3' A4'
                                        0.0012      0.0000                r
   U156        A5                A1 A2 A3' A4'
                                        0.0012      0.0000                f
   U156        A5                A1 A2 A3' A4
                                        0.0026      0.0000                r
   U156        A5                A1 A2 A3' A4
                                        0.0026      0.0000                f
   U156        A5                A1 A2 A3 A4'
                                        0.0017      0.0000                r
   U156        A5                A1 A2 A3 A4'
                                        0.0017      0.0000                f
   U156        A5                A1 A2 A3 A4
                                        0.0037      0.0000                r
   U156        A5                A1 A2 A3 A4
                                        0.0037      0.0000                f
   U156        A5                       0.0168      0.0000                r
   U156        A5                       0.0168      0.0000                f
   U156        Y        A1              0.0023      0.0000                r
   U156        Y        A1              0.0023      0.0000                f
   U156        Y        A2              0.0031      0.0000                r
   U156        Y        A2              0.0031      0.0000                f
   U156        Y        A3              0.0047      0.0000                r
   U156        Y        A3              0.0047      0.0000                f
   U156        Y        A4              0.0039      0.0000                r
   U156        Y        A4              0.0039      0.0000                f
   U156        Y        A5              0.0229      0.0000                r
   U156        Y        A5              0.0229      0.0000                f
U156  (Cell Total)                                  0.0000    65205.3594
   U157        A1                A2' A3' A4' A5'
                                       4.6e-06      0.0000                r
   U157        A1                A2' A3' A4' A5'
                                       4.6e-06      0.0000                f
   U157        A1                A2' A3' A4' A5
                                       6.9e-06      0.0000                r
   U157        A1                A2' A3' A4' A5
                                       6.9e-06      0.0000                f
   U157        A1                A2' A3' A4 A5'
                                       2.6e-04      0.0000                r
   U157        A1                A2' A3' A4 A5'
                                       2.6e-04      0.0000                f
   U157        A1                A2' A3 A4' A5'
                                       3.3e-06      0.0000                r
   U157        A1                A2' A3 A4' A5'
                                       3.3e-06      0.0000                f
   U157        A1                A2' A3 A4 A5'
                                       1.8e-04      0.0000                r
   U157        A1                A2' A3 A4 A5'
                                       1.8e-04      0.0000                f
   U157        A1                A2 A3' A4' A5'
                                       1.4e-05      0.0000                r
   U157        A1                A2 A3' A4' A5'
                                       1.4e-05      0.0000                f
   U157        A1                A2 A3' A4' A5
                                       2.1e-05      0.0000                r
   U157        A1                A2 A3' A4' A5
                                       2.1e-05      0.0000                f
   U157        A1                A2 A3' A4 A5'
                                       7.9e-04      0.0000                r
   U157        A1                A2 A3' A4 A5'
                                       7.9e-04      0.0000                f
   U157        A1                A2 A3' A4 A5
                                        0.0012      0.0000                r
   U157        A1                A2 A3' A4 A5
                                        0.0012      0.0000                f
   U157        A1                A2 A3 A4' A5'
                                       1.0e-05      0.0000                r
   U157        A1                A2 A3 A4' A5'
                                       1.0e-05      0.0000                f
   U157        A1                A2 A3 A4' A5
                                       1.5e-05      0.0000                r
   U157        A1                A2 A3 A4' A5
                                       1.5e-05      0.0000                f
   U157        A1                A2 A3 A4 A5'
                                       5.6e-04      0.0000                r
   U157        A1                A2 A3 A4 A5'
                                       5.6e-04      0.0000                f
   U157        A1                A2 A3 A4 A5
                                       8.3e-04      0.0000                r
   U157        A1                A2 A3 A4 A5
                                       8.3e-04      0.0000                f
   U157        A1                      6.6e-04      0.0000                r
   U157        A1                      6.6e-04      0.0000                f
   U157        A2                A1' A3' A4' A5'
                                       1.9e-06      0.0000                r
   U157        A2                A1' A3' A4' A5'
                                       1.9e-06      0.0000                f
   U157        A2                A1' A3' A4' A5
                                       2.9e-06      0.0000                r
   U157        A2                A1' A3' A4' A5
                                       2.9e-06      0.0000                f
   U157        A2                A1' A3' A4 A5'
                                       1.1e-04      0.0000                r
   U157        A2                A1' A3' A4 A5'
                                       1.1e-04      0.0000                f
   U157        A2                A1' A3 A4' A5'
                                       1.4e-06      0.0000                r
   U157        A2                A1' A3 A4' A5'
                                       1.4e-06      0.0000                f
   U157        A2                A1' A3 A4 A5'
                                       7.6e-05      0.0000                r
   U157        A2                A1' A3 A4 A5'
                                       7.6e-05      0.0000                f
   U157        A2                A1 A3' A4' A5'
                                       1.1e-04      0.0000                r
   U157        A2                A1 A3' A4' A5'
                                       1.1e-04      0.0000                f
   U157        A2                A1 A3' A4' A5
                                       1.6e-04      0.0000                r
   U157        A2                A1 A3' A4' A5
                                       1.6e-04      0.0000                f
   U157        A2                A1 A3' A4 A5'
                                        0.0059      0.0000                r
   U157        A2                A1 A3' A4 A5'
                                        0.0059      0.0000                f
   U157        A2                A1 A3' A4 A5
                                        0.0088      0.0000                r
   U157        A2                A1 A3' A4 A5
                                        0.0088      0.0000                f
   U157        A2                A1 A3 A4' A5'
                                       7.6e-05      0.0000                r
   U157        A2                A1 A3 A4' A5'
                                       7.6e-05      0.0000                f
   U157        A2                A1 A3 A4' A5
                                       1.1e-04      0.0000                r
   U157        A2                A1 A3 A4' A5
                                       1.1e-04      0.0000                f
   U157        A2                A1 A3 A4 A5'
                                        0.0042      0.0000                r
   U157        A2                A1 A3 A4 A5'
                                        0.0042      0.0000                f
   U157        A2                A1 A3 A4 A5
                                        0.0062      0.0000                r
   U157        A2                A1 A3 A4 A5
                                        0.0062      0.0000                f
   U157        A2                      2.7e-04      0.0000                r
   U157        A2                      2.7e-04      0.0000                f
   U157        A3                A1' A2' A4' A5'
                                       1.0e-06      0.0000                r
   U157        A3                A1' A2' A4' A5'
                                       1.0e-06      0.0000                f
   U157        A3                A1' A2' A4' A5
                                       1.5e-06      0.0000                r
   U157        A3                A1' A2' A4' A5
                                       1.5e-06      0.0000                f
   U157        A3                A1' A2' A4 A5'
                                       5.7e-05      0.0000                r
   U157        A3                A1' A2' A4 A5'
                                       5.7e-05      0.0000                f
   U157        A3                A1' A2' A4 A5
                                       8.5e-05      0.0000                r
   U157        A3                A1' A2' A4 A5
                                       8.5e-05      0.0000                f
   U157        A3                A1' A2 A4' A5'
                                       3.2e-06      0.0000                r
   U157        A3                A1' A2 A4' A5'
                                       3.2e-06      0.0000                f
   U157        A3                A1' A2 A4 A5'
                                       1.8e-04      0.0000                r
   U157        A3                A1' A2 A4 A5'
                                       1.8e-04      0.0000                f
   U157        A3                A1' A2 A4 A5
                                       2.6e-04      0.0000                r
   U157        A3                A1' A2 A4 A5
                                       2.6e-04      0.0000                f
   U157        A3                A1 A2' A4' A5'
                                       5.7e-05      0.0000                r
   U157        A3                A1 A2' A4' A5'
                                       5.7e-05      0.0000                f
   U157        A3                A1 A2' A4 A5'
                                        0.0032      0.0000                r
   U157        A3                A1 A2' A4 A5'
                                        0.0032      0.0000                f
   U157        A3                A1 A2' A4 A5
                                        0.0047      0.0000                r
   U157        A3                A1 A2' A4 A5
                                        0.0047      0.0000                f
   U157        A3                A1 A2 A4' A5'
                                       1.8e-04      0.0000                r
   U157        A3                A1 A2 A4' A5'
                                       1.8e-04      0.0000                f
   U157        A3                A1 A2 A4 A5'
                                        0.0097      0.0000                r
   U157        A3                A1 A2 A4 A5'
                                        0.0097      0.0000                f
   U157        A3                A1 A2 A4 A5
                                        0.0145      0.0000                r
   U157        A3                A1 A2 A4 A5
                                        0.0145      0.0000                f
   U157        A3                      3.5e-04      0.0000                r
   U157        A3                      3.5e-04      0.0000                f
   U157        A4                A1' A2' A3' A5'
                                       4.6e-06      0.0000                r
   U157        A4                A1' A2' A3' A5'
                                       4.6e-06      0.0000                f
   U157        A4                A1' A2' A3' A5
                                       6.9e-06      0.0000                r
   U157        A4                A1' A2' A3' A5
                                       6.9e-06      0.0000                f
   U157        A4                A1' A2' A3 A5'
                                       3.3e-06      0.0000                r
   U157        A4                A1' A2' A3 A5'
                                       3.3e-06      0.0000                f
   U157        A4                A1' A2' A3 A5
                                       4.9e-06      0.0000                r
   U157        A4                A1' A2' A3 A5
